frame_of_detection,track_id_1,class_1,track_id_2,class_2,predicted_TTC_seconds
316,7,car,407,car,0.1
316,10,car,11,car,0.1
316,17,traffic light,461,car,1.4000000000000001
316,179,car,407,car,0.6000000000000001
317,7,car,407,car,0.1
317,10,car,11,car,0.1
317,179,car,407,car,0.5
318,2,car,8,car,1.1
318,7,car,307,person,0.1
318,7,car,407,car,0.1
318,10,car,11,car,0.1
318,179,car,407,car,0.6000000000000001
318,260,person,513,person,0.1
318,307,person,407,car,0.1
319,2,car,8,car,0.9
319,7,car,307,person,0.1
319,7,car,407,car,0.1
319,10,car,11,car,0.1
319,179,car,407,car,0.6000000000000001
319,307,person,407,car,0.1
320,7,car,307,person,0.1
320,10,car,11,car,0.1
320,17,traffic light,329,car,0.8
321,2,car,11,car,0.1
321,10,car,11,car,0.1
321,17,traffic light,329,traffic light,1.0
322,2,car,11,car,0.1
323,2,car,11,car,0.1
323,7,car,524,car,0.1
323,179,car,524,car,0.1
324,2,car,11,car,0.1
324,7,car,524,car,0.1
324,11,car,526,car,2.0
324,17,traffic light,461,car,1.4000000000000001
324,179,car,524,car,0.1
325,10,car,526,car,2.0
326,7,car,179,car,0.1
326,7,car,524,car,0.1
326,17,traffic light,461,car,1.4000000000000001
327,7,car,179,car,0.1
327,7,car,524,car,0.1
328,2,car,8,car,0.5
328,7,car,179,car,0.1
328,8,car,180,car,1.8
328,17,traffic light,526,car,1.3
328,179,car,524,car,0.1
329,2,car,8,car,0.6000000000000001
329,3,car,260,person,0.9
329,7,car,179,car,0.1
329,179,car,524,car,0.1
330,2,car,8,car,0.7000000000000001
330,3,car,260,person,0.7000000000000001
330,260,person,535,person,0.5
331,2,car,8,car,0.9
331,3,car,260,person,0.7000000000000001
331,7,car,179,car,0.1
331,8,car,542,person,0.2
331,10,car,526,car,2.0
331,260,person,518,person,1.1
331,260,person,535,person,0.4
332,2,car,8,car,0.9
332,7,car,179,car,0.1
332,8,car,542,person,0.2
332,8,car,545,person,0.6000000000000001
332,179,car,524,car,0.1
333,2,car,8,car,1.0
333,7,car,179,car,0.1
333,8,car,542,person,0.2
333,11,car,180,car,1.5
333,179,car,524,car,0.1
334,2,car,8,car,1.1
334,7,car,179,car,0.1
334,8,car,542,person,0.2
334,10,car,11,car,0.1
334,11,car,180,car,1.4000000000000001
334,179,car,524,car,0.1
335,2,car,8,car,1.2000000000000002
335,7,car,179,car,0.1
335,8,car,542,person,0.4
335,8,car,545,person,1.2000000000000002
335,10,car,11,car,0.1
335,11,car,180,car,1.4000000000000001
335,17,traffic light,526,car,2.0
336,2,car,8,car,1.2000000000000002
336,7,car,179,car,0.1
336,8,car,542,person,0.4
336,8,car,545,person,0.5
336,8,car,556,person,0.1
336,10,car,11,car,0.1
336,17,traffic light,526,car,1.5
337,7,car,560,car,0.1
337,17,traffic light,526,car,1.0
338,7,car,560,car,0.1
338,17,traffic light,526,car,0.9
339,2,car,11,car,0.1
339,8,car,556,motorcycle,0.1
339,17,traffic light,526,car,1.1
339,260,person,571,person,0.8
340,260,person,571,person,0.9
341,7,car,560,car,0.1
341,8,car,556,motorcycle,0.1
342,7,car,560,car,0.1
342,17,traffic light,581,car,1.3
343,2,car,180,car,1.8
343,7,car,560,car,0.1
344,7,car,542,person,1.6
344,7,car,560,car,0.1
344,260,person,535,car,0.2
345,7,car,560,car,0.1
345,260,person,556,car,1.3
346,7,car,560,car,0.1
346,10,car,11,car,0.1
346,260,person,556,car,1.1
346,260,person,571,person,0.2
347,10,car,11,car,0.1
347,260,person,556,car,1.5
348,17,traffic light,581,car,1.3
348,17,traffic light,605,car,1.2000000000000002
349,17,traffic light,581,car,1.3
349,17,traffic light,605,car,1.0
349,325,traffic light,604,traffic light,0.1
350,17,traffic light,581,car,1.4000000000000001
350,17,traffic light,605,car,1.0
350,325,traffic light,604,traffic light,0.1
351,8,car,542,person,0.1
351,10,car,180,car,0.5
351,17,traffic light,581,car,1.4000000000000001
351,17,traffic light,605,car,1.0
352,8,car,542,person,0.1
352,260,person,556,motorcycle,1.2000000000000002
352,325,traffic light,604,traffic light,0.1
353,8,car,542,person,0.1
353,325,traffic light,604,traffic light,0.1
354,325,traffic light,604,traffic light,0.1
357,325,traffic light,604,traffic light,0.1
358,7,car,560,car,0.1
358,17,traffic light,605,car,0.8
358,260,person,545,person,1.4000000000000001
358,260,person,556,motorcycle,0.9
358,325,traffic light,604,traffic light,0.1
358,454,car,555,car,1.1
359,7,car,560,car,0.1
359,17,traffic light,605,car,0.9
359,180,car,619,car,1.7000000000000002
359,260,person,545,person,1.0
359,260,person,556,motorcycle,0.7000000000000001
359,325,traffic light,604,traffic light,0.1
360,7,car,560,car,0.1
360,10,car,11,car,0.1
360,10,car,180,car,1.6
360,260,person,556,motorcycle,0.8
361,7,car,560,car,0.1
361,10,car,11,car,0.1
361,10,car,180,car,0.8
361,260,person,556,motorcycle,0.8
362,2,car,8,car,0.2
362,8,car,545,person,0.1
362,10,car,180,car,0.7000000000000001
362,260,person,556,motorcycle,0.8
363,2,car,8,car,0.1
363,7,car,560,car,0.1
363,8,car,545,person,0.1
363,8,car,623,person,0.2
363,10,car,180,car,0.9
363,17,traffic light,581,car,1.2000000000000002
364,7,car,560,car,0.1
364,325,traffic light,604,traffic light,0.1
365,7,car,560,car,0.1
365,8,car,545,person,0.1
365,8,car,623,person,0.7000000000000001
365,325,traffic light,604,traffic light,0.1
366,2,car,8,car,0.1
366,7,car,560,car,0.1
366,8,car,545,person,0.1
366,8,car,623,person,0.9
366,10,car,11,car,0.1
366,17,traffic light,630,car,1.5
367,2,car,8,car,0.1
367,2,car,623,person,0.1
367,8,car,545,person,0.1
367,10,car,630,car,1.5
368,2,car,8,car,0.1
368,2,car,623,person,0.1
368,8,car,545,person,0.1
368,325,traffic light,604,traffic light,0.1
369,2,car,8,car,0.1
369,2,car,623,person,0.1
369,8,car,545,person,0.1
369,17,traffic light,605,car,1.1
369,17,traffic light,630,car,0.8
370,2,car,8,car,0.1
370,7,car,560,car,0.1
370,8,car,545,person,0.1
370,8,car,623,person,0.1
370,10,car,11,car,0.1
370,17,traffic light,630,car,0.9
370,325,traffic light,604,traffic light,0.1
371,2,car,8,car,0.1
371,8,car,545,person,0.1
371,8,car,623,person,0.1
371,10,car,11,car,0.1
371,17,traffic light,630,car,1.1
371,555,car,641,car,0.1
372,17,traffic light,630,car,1.1
372,325,traffic light,604,traffic light,0.1
373,325,traffic light,604,traffic light,0.1
374,2,car,8,car,0.1
374,8,car,545,person,0.1
374,8,car,623,person,0.1
374,325,traffic light,604,traffic light,0.1
375,2,car,8,car,0.1
375,7,car,560,car,0.1
375,7,car,640,person,0.2
375,8,car,545,motorcycle,0.1
375,8,car,623,person,0.1
376,2,car,8,car,0.1
376,7,car,560,car,0.1
376,7,car,640,person,0.30000000000000004
376,8,car,545,motorcycle,0.1
376,8,car,623,person,0.1
376,260,person,556,car,0.1
377,2,car,8,car,0.1
377,7,car,640,person,0.7000000000000001
377,8,car,545,motorcycle,0.1
377,8,car,623,person,0.1
377,10,car,660,car,0.1
377,556,car,640,person,0.6000000000000001
378,2,car,8,car,0.1
378,10,car,660,car,0.1
379,10,car,660,car,0.1
380,10,car,660,car,0.1
383,260,person,545,car,1.5
384,325,traffic light,604,traffic light,0.1
386,2,car,8,car,0.1
386,7,car,640,person,0.1
386,8,car,623,person,0.1
386,10,car,660,car,0.1
387,2,car,8,car,0.1
387,7,car,640,person,0.1
387,8,car,676,person,0.5
388,2,car,8,car,0.1
388,8,car,676,person,0.30000000000000004
388,260,person,545,car,1.3
388,555,car,641,car,0.1
389,2,car,8,car,0.1
389,8,car,623,person,0.1
389,8,car,676,person,0.30000000000000004
389,11,car,677,car,1.9000000000000001
389,260,person,545,car,1.2000000000000002
390,2,car,8,car,0.1
390,8,car,623,person,0.1
390,555,car,641,car,0.1
390,641,car,677,car,0.2
390,677,car,680,car,0.1
391,8,car,623,person,0.1
391,555,car,641,car,0.1
391,555,car,677,car,0.5
391,641,car,677,car,0.2
391,677,car,680,car,0.1
392,260,person,640,person,1.5
392,555,car,677,truck,0.4
392,677,truck,680,car,0.1
393,7,car,640,person,1.5
393,260,person,640,person,1.3
393,677,truck,680,car,0.1
394,7,car,640,person,0.7000000000000001
394,260,person,640,person,1.0
394,677,truck,680,car,0.1
395,2,car,8,car,0.1
395,10,car,677,truck,1.7000000000000002
395,260,person,545,motorcycle,0.9
395,640,person,686,car,0.5
395,660,car,677,truck,1.6
395,677,truck,680,car,0.1
396,2,car,8,car,0.1
396,11,car,677,truck,1.4000000000000001
396,555,car,641,car,0.1
396,555,car,677,truck,0.1
396,555,car,680,car,0.9
396,640,person,686,car,0.4
396,660,car,677,truck,1.5
397,2,car,8,car,0.1
397,7,car,640,person,0.8
397,10,car,11,car,0.1
397,11,car,677,truck,1.9000000000000001
397,260,person,640,person,1.3
397,555,car,677,truck,0.1
397,640,person,686,car,0.7000000000000001
398,2,car,8,car,0.1
398,7,car,686,car,0.1
398,11,car,677,truck,0.9
398,555,car,677,truck,0.1
399,2,car,8,car,0.1
399,7,car,686,car,0.1
399,10,car,660,car,0.1
399,11,car,677,truck,0.7000000000000001
399,260,person,640,person,1.5
399,325,traffic light,688,traffic light,0.9
399,555,car,677,truck,0.1
400,2,car,8,car,0.1
400,7,car,640,person,0.7000000000000001
400,7,car,686,car,0.1
400,8,car,623,person,0.1
400,8,car,676,person,0.5
400,8,car,677,truck,0.9
400,10,car,660,car,0.1
400,11,car,677,truck,0.5
400,260,person,677,truck,1.3
400,325,traffic light,688,traffic light,0.7000000000000001
400,555,car,677,truck,0.1
400,640,person,677,truck,1.4000000000000001
400,677,truck,686,car,1.4000000000000001
401,7,car,640,person,0.4
401,8,car,623,person,0.1
401,8,car,676,person,0.30000000000000004
401,8,car,677,truck,1.0
401,11,car,677,truck,0.6000000000000001
401,81,traffic light,680,car,1.3
401,260,person,677,truck,1.6
401,555,car,677,truck,0.1
401,640,person,677,truck,1.7000000000000002
401,640,person,686,car,0.4
401,677,truck,698,person,0.9
402,7,car,640,person,0.30000000000000004
402,8,car,623,motorcycle,0.1
402,8,car,676,person,0.30000000000000004
402,8,car,677,truck,1.1
402,10,car,660,car,0.1
402,11,car,677,truck,0.6000000000000001
402,640,person,677,truck,1.8
402,640,person,686,car,0.5
402,640,person,700,person,0.1
402,677,truck,698,person,1.0
403,7,car,640,person,0.6000000000000001
403,8,car,623,motorcycle,0.1
403,8,car,676,person,0.30000000000000004
403,8,car,677,truck,1.4000000000000001
403,11,car,677,truck,0.8
403,81,traffic light,680,car,0.5
403,260,person,640,person,1.0
403,260,person,700,person,1.8
403,640,person,686,car,1.0
403,677,truck,698,person,1.2000000000000002
404,7,car,640,person,0.9
404,7,car,686,car,0.1
404,7,car,700,person,1.1
404,8,car,677,truck,2.0
404,10,car,11,car,0.1
404,11,car,677,truck,1.1
404,260,person,640,person,0.8
404,260,person,700,person,1.5
404,677,truck,698,person,1.7000000000000002
405,7,car,686,car,0.1
405,7,car,700,person,0.7000000000000001
405,11,car,677,truck,1.2000000000000002
405,260,person,640,person,0.6000000000000001
405,555,car,677,truck,0.1
405,686,car,700,person,0.8
406,7,car,640,person,1.9000000000000001
406,7,car,700,person,1.4000000000000001
406,11,car,677,truck,1.2000000000000002
406,260,person,640,person,0.5
406,555,car,688,traffic light,0.5
406,686,car,700,person,1.3
407,8,car,677,truck,1.8
407,11,car,677,truck,0.9
407,260,person,640,person,0.5
407,260,person,700,person,2.0
407,604,traffic light,677,truck,0.6000000000000001
407,640,person,686,car,0.6000000000000001
407,660,car,677,truck,1.0
408,7,car,640,person,1.0
408,7,car,686,car,0.1
408,10,car,180,car,0.7000000000000001
408,81,traffic light,677,truck,1.0
408,260,person,640,person,0.5
408,260,person,700,person,1.7000000000000002
408,325,traffic light,604,traffic light,0.1
408,555,car,641,car,0.1
408,640,person,700,person,0.1
408,677,truck,680,car,0.1
409,7,car,686,car,0.1
409,10,car,180,car,0.4
409,260,person,640,person,0.6000000000000001
409,260,person,700,person,2.0
409,325,traffic light,604,traffic light,0.1
409,677,car,680,car,0.1
410,7,car,640,person,0.30000000000000004
410,7,car,686,car,0.1
410,8,car,623,car,0.1
410,8,car,676,person,0.1
410,10,car,180,car,0.30000000000000004
410,81,traffic light,677,car,0.7000000000000001
410,260,person,640,person,0.6000000000000001
410,677,car,680,car,0.1
411,7,car,640,person,0.4
411,7,car,686,car,0.1
411,10,car,180,car,0.30000000000000004
411,10,car,660,car,0.1
411,260,person,640,person,0.5
411,555,car,677,truck,0.1
411,660,car,677,truck,1.1
412,7,car,640,person,0.6000000000000001
412,10,car,677,truck,1.0
412,11,car,677,truck,0.8
412,180,car,677,truck,1.2000000000000002
412,260,person,640,person,0.5
412,260,person,700,person,1.7000000000000002
412,555,car,677,truck,0.1
412,660,car,677,truck,0.9
413,10,car,677,truck,0.9
413,11,car,677,truck,0.8
413,180,car,677,truck,1.2000000000000002
413,260,person,640,person,0.4
413,260,person,700,person,1.5
413,555,car,677,truck,0.1
413,604,traffic light,677,truck,0.5
413,660,car,677,truck,0.9
414,8,car,676,person,0.1
414,10,car,677,truck,1.5
414,180,car,677,truck,1.9000000000000001
414,260,person,640,person,0.30000000000000004
414,260,person,700,person,1.3
414,555,car,677,truck,0.1
415,7,car,640,person,1.1
415,7,car,700,person,1.3
415,10,car,660,car,0.1
415,10,car,677,truck,1.0
415,260,person,640,person,0.30000000000000004
415,260,person,700,person,1.3
415,555,car,677,truck,0.1
416,10,car,180,car,0.7000000000000001
416,260,person,640,person,0.5
417,10,car,180,car,0.5
417,260,person,732,motorcycle,1.7000000000000002
418,10,car,180,car,0.30000000000000004
418,260,person,732,motorcycle,1.4000000000000001
418,325,traffic light,677,truck,0.5
418,640,person,700,person,0.1
419,7,car,640,person,0.30000000000000004
419,7,car,686,car,0.1
419,7,car,700,person,0.5
419,8,car,676,person,0.1
419,10,car,677,truck,1.1
419,81,traffic light,680,car,1.0
419,325,traffic light,677,truck,0.5
419,660,car,677,truck,1.0
420,8,car,676,person,0.1
420,8,car,698,person,1.5
420,81,traffic light,680,car,1.8
420,325,traffic light,604,traffic light,0.1
420,325,traffic light,677,bus,0.5
420,660,car,677,bus,1.1
421,8,car,676,car,0.1
421,8,car,698,car,0.9
421,325,traffic light,604,traffic light,0.1
421,325,traffic light,677,truck,0.4
422,7,car,686,car,0.1
422,8,car,676,car,0.1
422,8,car,698,car,0.5
422,81,traffic light,680,car,1.1
422,260,person,640,person,0.4
422,260,person,732,motorcycle,0.8
423,7,car,686,car,0.1
423,8,car,676,person,0.1
423,8,car,698,motorcycle,0.6000000000000001
423,325,traffic light,677,truck,0.30000000000000004
423,604,traffic light,677,truck,0.30000000000000004
423,640,person,700,person,0.1
423,686,car,700,person,0.5
424,7,car,686,car,0.1
424,260,person,640,person,0.2
424,325,traffic light,604,traffic light,0.1
424,604,traffic light,677,truck,0.4
424,640,person,686,car,0.4
424,660,car,677,truck,0.9
424,686,car,700,person,0.30000000000000004
425,7,car,640,person,1.2000000000000002
425,7,car,686,car,0.1
425,7,car,700,person,0.8
425,10,car,660,car,0.1
425,260,person,640,person,0.30000000000000004
425,640,person,686,car,1.4000000000000001
425,660,car,677,truck,1.0
425,686,car,700,person,0.8
426,7,car,700,person,1.8
426,8,car,771,person,0.1
426,260,person,700,person,0.9
426,325,traffic light,677,truck,0.4
426,640,person,700,person,0.1
426,660,car,677,truck,1.2000000000000002
427,10,car,660,car,0.1
427,640,person,700,person,0.1
428,10,car,660,car,0.1
428,260,person,732,person,0.4
428,325,traffic light,677,truck,0.5
428,640,person,686,car,0.5
429,7,car,686,car,0.1
429,10,car,660,car,0.1
429,81,traffic light,680,car,1.8
429,260,person,732,person,0.4
429,325,traffic light,677,truck,0.5
429,640,person,686,car,0.2
429,686,car,700,person,0.9
430,2,car,260,person,1.3
430,7,car,686,car,0.1
430,10,car,660,car,0.1
430,81,traffic light,680,car,2.0
430,180,car,677,truck,2.0
430,260,person,732,person,0.5
430,325,traffic light,604,traffic light,0.1
430,325,traffic light,677,truck,0.5
430,325,traffic light,779,traffic light,0.1
430,640,person,686,car,0.2
430,686,car,700,person,0.7000000000000001
431,8,car,771,person,0.1
431,260,person,640,person,0.1
431,325,traffic light,677,truck,0.6000000000000001
431,604,traffic light,677,truck,0.6000000000000001
432,8,car,771,person,0.1
432,8,car,773,person,0.8
432,260,person,640,person,0.1
432,325,traffic light,604,traffic light,0.1
432,604,traffic light,779,traffic light,0.1
433,8,car,698,bicycle,0.6000000000000001
433,8,car,771,person,0.1
433,8,car,773,person,0.6000000000000001
433,260,person,640,person,0.1
433,260,person,700,person,1.0
433,325,traffic light,604,traffic light,0.1
433,604,traffic light,779,traffic light,0.1
434,2,car,260,person,1.0
434,7,car,686,car,0.1
434,8,car,698,motorcycle,0.5
434,8,car,771,person,0.1
434,8,car,773,person,0.5
434,604,traffic light,779,traffic light,0.1
434,640,person,686,car,0.1
435,2,car,260,person,1.0
435,8,car,698,bicycle,0.5
435,8,car,771,person,0.1
435,8,car,773,person,0.5
435,10,car,821,car,1.2000000000000002
435,81,traffic light,680,car,1.7000000000000002
435,640,person,686,car,0.1
435,660,car,821,car,1.2000000000000002
435,688,traffic light,779,traffic light,0.6000000000000001
435,724,car,821,car,2.0
436,2,car,260,person,1.1
436,7,car,640,person,0.1
436,7,car,700,person,1.0
436,8,car,771,person,0.1
436,8,car,773,person,0.6000000000000001
436,81,traffic light,680,car,1.7000000000000002
436,325,traffic light,779,traffic light,0.1
436,640,person,686,car,0.1
436,660,car,821,car,1.3
436,686,car,700,person,0.8
437,7,car,686,car,0.1
437,8,car,771,person,0.1
437,8,car,773,person,0.5
437,260,person,640,person,0.1
437,325,traffic light,779,traffic light,0.1
437,686,car,700,person,0.8
438,7,car,700,person,0.6000000000000001
438,8,car,771,person,0.1
438,8,car,773,person,0.4
438,260,person,640,person,0.1
438,260,person,700,person,0.6000000000000001
438,325,traffic light,779,traffic light,0.1
438,688,traffic light,779,traffic light,1.1
439,7,car,700,person,0.2
439,8,car,836,car,0.1
439,260,person,640,person,0.1
439,260,person,700,person,0.6000000000000001
439,688,traffic light,779,traffic light,1.2000000000000002
440,7,car,640,person,0.1
440,7,car,686,car,0.1
440,7,car,700,person,0.1
440,8,car,771,person,0.1
440,8,car,836,person,0.1
440,260,person,640,person,0.1
440,325,traffic light,688,traffic light,1.1
440,640,person,836,person,1.9000000000000001
440,660,car,677,truck,1.5
440,688,traffic light,779,traffic light,1.0
441,7,car,640,person,0.1
441,7,car,686,car,0.1
441,8,car,698,bicycle,0.30000000000000004
441,8,car,771,person,0.1
441,8,car,836,car,0.1
441,10,car,180,car,0.1
441,260,person,836,car,2.0
441,325,traffic light,779,traffic light,0.1
441,686,car,700,person,0.1
442,7,car,686,car,0.1
442,8,car,698,bicycle,0.30000000000000004
442,8,car,771,person,0.1
442,8,car,773,person,0.2
442,8,car,836,car,0.1
442,10,car,180,car,0.1
442,325,traffic light,779,traffic light,0.1
442,640,person,686,car,0.1
442,686,car,700,person,0.1
443,8,car,698,motorcycle,0.2
443,10,car,180,car,0.1
443,260,person,640,person,0.1
444,8,car,698,motorcycle,0.2
444,10,car,180,car,0.1
444,260,person,640,person,0.1
445,8,car,698,motorcycle,0.2
445,8,car,773,person,0.2
445,10,car,180,car,0.1
445,180,car,660,car,1.0
445,325,traffic light,779,traffic light,0.1
445,640,person,700,person,0.1
446,8,car,698,motorcycle,0.1
446,8,car,771,person,0.1
446,8,car,773,person,0.1
446,10,car,180,car,0.1
446,180,car,660,car,2.0
446,260,person,640,person,0.1
446,325,traffic light,779,traffic light,0.1
446,555,car,852,car,0.1
446,680,car,734,car,0.1
446,680,car,821,car,0.1
446,686,car,700,person,0.2
446,688,traffic light,779,traffic light,1.3
447,8,car,698,motorcycle,0.1
447,8,car,771,person,0.1
447,8,car,773,person,0.1
447,10,car,180,car,0.1
447,81,traffic light,857,car,0.7000000000000001
447,260,person,640,person,0.1
447,555,car,852,car,0.1
447,680,car,734,car,0.1
447,680,car,857,car,0.1
448,7,car,640,person,0.1
448,7,car,686,car,0.1
448,7,car,700,person,0.2
448,8,car,698,motorcycle,0.1
448,8,car,771,person,0.1
448,8,car,773,person,0.1
448,10,car,180,car,0.1
448,10,car,660,car,0.1
448,260,person,836,car,1.4000000000000001
448,660,car,858,car,0.7000000000000001
449,7,car,640,person,0.1
449,7,car,686,car,0.1
449,325,traffic light,858,car,0.9
449,555,car,858,car,0.1
449,640,person,686,car,0.1
449,660,car,858,car,1.2000000000000002
450,7,car,640,person,0.1
450,325,traffic light,779,traffic light,0.1
450,325,traffic light,857,car,1.6
450,555,car,858,car,0.1
450,640,person,686,car,0.1
451,7,car,640,person,0.1
451,8,car,773,person,0.1
451,325,traffic light,779,traffic light,0.1
451,325,traffic light,857,car,1.5
451,555,car,858,car,0.1
451,680,car,857,car,0.1
451,680,car,858,car,0.2
451,688,traffic light,779,traffic light,0.5
452,7,car,640,person,0.1
452,8,car,698,bicycle,0.1
452,8,car,771,person,0.1
452,8,car,773,person,0.1
452,325,traffic light,779,traffic light,0.1
452,680,car,858,car,0.1
452,688,traffic light,779,traffic light,0.30000000000000004
453,8,car,698,motorcycle,0.1
453,8,car,771,person,0.1
453,8,car,773,person,0.1
453,260,person,640,motorcycle,0.1
453,325,traffic light,779,traffic light,0.1
453,680,car,858,car,0.1
453,688,traffic light,779,traffic light,0.30000000000000004
454,8,car,698,motorcycle,0.1
454,8,car,771,person,0.1
454,8,car,773,person,0.1
454,260,person,640,person,0.1
454,325,traffic light,779,traffic light,0.1
454,680,car,858,car,0.1
454,688,traffic light,779,traffic light,0.2
455,8,car,698,motorcycle,0.1
455,8,car,771,person,0.1
455,8,car,773,person,0.1
455,260,person,640,motorcycle,0.1
455,325,traffic light,779,traffic light,0.1
455,660,car,677,car,1.6
455,660,car,858,car,1.0
455,680,car,858,car,0.1
455,688,traffic light,779,traffic light,0.2
456,8,car,698,motorcycle,0.1
456,8,car,771,person,0.1
456,8,car,773,car,0.1
456,260,person,640,motorcycle,0.1
456,660,car,858,car,1.0
456,688,traffic light,779,traffic light,0.30000000000000004
457,8,car,771,person,0.1
457,325,traffic light,779,traffic light,0.1
457,660,car,858,car,1.2000000000000002
457,688,traffic light,779,traffic light,0.6000000000000001
457,771,person,871,motorcycle,1.3
458,8,car,771,person,0.1
458,180,car,877,car,1.2000000000000002
458,680,car,858,car,0.1
458,771,person,871,motorcycle,1.2000000000000002
459,8,car,771,person,0.1
459,10,car,180,car,0.1
459,680,car,858,car,0.1
459,771,person,871,motorcycle,1.2000000000000002
460,680,car,858,car,0.1
460,724,car,881,motorcycle,2.0
461,260,person,698,motorcycle,1.7000000000000002
461,325,traffic light,779,traffic light,0.1
461,724,car,881,motorcycle,2.0
462,260,person,698,person,1.6
462,325,traffic light,779,traffic light,0.1
462,688,traffic light,779,traffic light,1.1
463,8,car,698,person,0.1
463,81,traffic light,680,car,1.9000000000000001
463,640,person,771,person,1.4000000000000001
463,688,traffic light,779,traffic light,1.4000000000000001
463,771,person,871,motorcycle,1.1
464,7,car,700,person,0.1
464,8,car,698,motorcycle,0.1
464,8,car,771,person,0.1
464,8,car,886,person,0.1
464,260,person,698,motorcycle,2.0
464,260,person,886,person,2.0
464,640,person,771,person,1.4000000000000001
464,640,person,886,person,1.3
464,771,person,871,motorcycle,0.8
464,871,motorcycle,886,person,1.5
465,7,car,640,person,0.1
465,7,car,700,person,0.1
465,8,car,771,person,0.1
465,8,car,886,motorcycle,0.1
465,260,person,886,motorcycle,1.9000000000000001
465,325,traffic light,779,traffic light,0.1
465,555,car,852,car,0.1
465,724,car,771,person,1.6
465,771,person,871,motorcycle,0.8
465,858,car,888,car,0.1
466,7,car,640,person,0.1
466,8,car,698,car,0.1
466,8,car,771,person,0.1
466,8,car,886,motorcycle,0.1
466,260,person,886,motorcycle,2.0
466,555,car,852,car,0.1
466,724,car,771,person,2.0
466,771,person,871,motorcycle,0.7000000000000001
467,7,car,640,person,0.1
467,7,car,700,person,0.1
467,8,car,771,person,0.1
467,8,car,877,car,0.1
467,724,car,771,person,1.8
467,771,person,871,motorcycle,0.6000000000000001
468,7,car,640,person,0.1
468,7,car,700,person,0.1
468,8,car,180,car,1.6
468,8,car,771,person,0.1
468,8,car,877,car,0.1
468,555,car,852,car,0.1
468,640,person,771,person,2.0
468,771,person,871,motorcycle,0.6000000000000001
469,7,car,640,person,0.1
469,7,car,700,person,0.1
469,8,car,180,car,1.8
469,8,car,771,person,0.1
469,8,car,877,car,0.1
469,555,car,688,traffic light,0.6000000000000001
469,555,car,852,car,0.1
469,640,person,771,person,2.0
469,771,person,871,motorcycle,0.7000000000000001
470,7,car,640,person,0.1
470,8,car,180,car,1.5
470,8,car,877,car,0.1
470,555,car,688,traffic light,0.4
470,555,car,852,car,0.1
471,7,car,640,person,0.1
471,555,car,852,car,0.1
472,10,car,660,car,0.1
472,260,person,640,person,1.5
472,555,car,852,car,0.1
472,724,car,871,motorcycle,1.0
473,7,car,700,person,0.1
473,10,car,180,car,0.1
473,555,car,852,car,0.1
473,640,person,700,person,0.1
474,7,car,700,person,0.1
474,8,car,877,car,0.1
474,260,person,640,person,1.3
474,325,traffic light,555,car,1.1
474,555,car,779,traffic light,0.9
474,555,car,852,car,0.1
474,640,person,700,person,0.1
475,7,car,700,person,0.1
475,8,car,877,car,0.1
475,325,traffic light,779,traffic light,0.1
475,640,person,700,person,0.1
476,8,car,877,car,0.1
476,325,traffic light,779,traffic light,0.1
476,555,car,852,car,0.1
476,724,motorcycle,871,motorcycle,0.9
477,8,car,877,car,0.1
477,325,traffic light,779,traffic light,0.1
477,555,car,852,car,0.1
477,604,traffic light,779,traffic light,0.1
477,724,motorcycle,871,motorcycle,1.2000000000000002
478,7,car,700,person,0.1
478,8,car,877,car,0.1
478,555,car,852,car,0.1
478,640,person,724,motorcycle,1.7000000000000002
478,724,motorcycle,871,person,1.1
479,7,car,640,person,0.1
479,7,car,700,person,0.1
479,8,car,911,person,0.1
479,325,traffic light,779,traffic light,0.1
479,555,car,852,car,0.1
479,604,traffic light,779,traffic light,0.1
479,640,person,911,person,1.7000000000000002
479,724,motorcycle,911,person,0.9
480,7,car,640,person,0.1
480,7,car,700,person,0.1
480,325,traffic light,779,traffic light,0.1
480,555,car,852,car,0.1
480,604,traffic light,779,traffic light,0.1
480,871,person,911,person,0.5
481,7,car,640,person,0.1
481,7,car,700,person,0.1
481,8,car,10,car,1.1
481,10,car,877,motorcycle,0.7000000000000001
481,325,traffic light,779,traffic light,0.1
481,555,car,688,traffic light,0.4
481,555,car,852,car,0.1
481,604,traffic light,688,traffic light,1.1
481,604,traffic light,779,traffic light,0.1
482,8,car,10,car,1.3
482,10,car,877,motorcycle,0.6000000000000001
482,81,traffic light,680,car,2.0
482,325,traffic light,779,traffic light,0.1
482,555,car,688,traffic light,0.5
482,555,car,852,car,0.1
482,604,traffic light,688,traffic light,1.0
482,688,traffic light,779,traffic light,0.2
483,7,car,724,motorcycle,1.0
483,10,car,877,car,0.5
483,81,traffic light,680,car,1.9000000000000001
483,325,traffic light,604,traffic light,0.1
483,325,traffic light,779,traffic light,0.1
483,555,car,688,traffic light,1.1
483,555,car,852,car,0.1
483,604,traffic light,688,traffic light,1.0
483,688,traffic light,779,traffic light,0.2
484,555,car,852,car,0.1
488,8,car,877,car,0.1
488,640,person,871,person,1.0
488,700,person,871,person,1.7000000000000002
489,8,car,877,car,0.1
489,640,person,871,person,1.4000000000000001
490,8,car,877,car,0.1
491,7,car,935,car,0.1
491,8,car,877,car,0.1
491,555,car,852,car,0.1
491,700,person,935,car,0.1
492,8,car,877,car,0.1
494,8,car,877,car,0.1
